American Community Survey (ACS) Data Time Period,Borough,Borough Community District Code,Community District Name,Language,LEP Population (Estimate),% of LEP Population,CVALEP Population (Estimate),% of CVALEP Population
2015-2019,Brooklyn,303,Bedford Stuyvesant,Tamil,15,0.1,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Telugu,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Thai,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Tibetan,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Tigrinya,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Tongan,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Turkish,14,0.1,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Ukrainian,11,0.1,11,0.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,Urdu,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Uto-Aztecan languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Uzbek,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Vietnamese,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Wolof,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Yiddish,4166,28.1,1235,17.5
2015-2019,Brooklyn,303,Bedford Stuyvesant,Yoruba,48,0.3,48,0.7
2015-2019,Brooklyn,303,Bedford Stuyvesant,Zuni (2016 or earlier),0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Afrikaans,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Akan (incl. Twi),0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Albanian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Aleut languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Amharic,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Apache languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Arabic,121,0.4,27,0.2
2015-2019,Brooklyn,304,Bushwick,Armenian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Assyrian Neo-Aramaic,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Bengali,143,0.5,82,0.6
2015-2019,Brooklyn,304,Bushwick,Bosnian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Bulgarian,22,0.1,0,0
2015-2019,Brooklyn,304,Bushwick,Burmese,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Cajun French,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Cebuano,9,0,9,0.1
2015-2019,Brooklyn,304,Bushwick,Chaldean Neo-Aramaic,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Chamorro,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Cherokee,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Chin languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,"Chinese (incl. Mandarin, Cantonese)",1345,4.8,700,5
2015-2019,Brooklyn,304,Bushwick,Chuukese,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Croatian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Czech,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Dakota languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Danish,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Dari,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Dutch,37,0.1,37,0.3
2015-2019,Brooklyn,304,Bushwick,Edoid languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Farsi,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Filipino,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Finnish,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,French,173,0.6,128,0.9
2015-2019,Brooklyn,304,Bushwick,Fulah,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Ga,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Ganda,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Gbe languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Georgian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,German,16,0.1,0,0
2015-2019,Brooklyn,304,Bushwick,Greek,55,0.2,55,0.4
2015-2019,Brooklyn,304,Bushwick,Gujarati,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Haitian,300,1.1,191,1.4
2015-2019,Brooklyn,304,Bushwick,Hausa,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Hawaiian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Hebrew,13,0,13,0.1
2015-2019,Brooklyn,304,Bushwick,Hindi,83,0.3,0,0
2015-2019,Brooklyn,304,Bushwick,Hmong,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Hungarian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Igbo,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Ilocano,14,0,14,0.1
2015-2019,Brooklyn,304,Bushwick,India N.E.C.,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Indonesian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Irish,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Italian,62,0.2,15,0.1
2015-2019,Brooklyn,304,Bushwick,Iu Mien,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Jamaican Creole English,17,0.1,17,0.1
2015-2019,Brooklyn,304,Bushwick,Japanese,172,0.6,0,0
2015-2019,Brooklyn,304,Bushwick,Kabuverdianu,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Kannada,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Karen languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Keres,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Khmer,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Kinyarwanda,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Kiowa-Tanoan languages (2016 or earlier),0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Konkani,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Korean,7,0,7,0
2015-2019,Brooklyn,304,Bushwick,Kru languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Kurdish,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Lao,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Latvian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Lithuanian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Macedonian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Malay,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Malayalam,18,0.1,0,0
2015-2019,Brooklyn,304,Bushwick,Manding languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Marathi,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Marshallese,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Min Nan Chinese,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Mongolian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Muskogean languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Navajo,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Nepali,16,0.1,16,0.1
2015-2019,Brooklyn,304,Bushwick,Nilo-Saharan languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Norwegian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Ojibwa,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Oromo,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Other Afro-Asiatic languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Other Bantu languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Other Central and South American languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Other Eastern Malayo-Polynesian languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Other English-based Creole languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Other Indo-European languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Other Indo-Iranian languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Other Mande languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Other Native North American languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Other Niger-Congo languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Other Philippine languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Other and unspecified languages,32,0.1,0,0
2015-2019,Brooklyn,304,Bushwick,Other languages of Africa,20,0.1,20,0.1
2015-2019,Brooklyn,304,Bushwick,Other languages of Asia,57,0.2,17,0.1
2015-2019,Brooklyn,304,Bushwick,Pakistan N.E.C.,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Pashto,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Pennsylvania German,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Polish,106,0.4,53,0.4
2015-2019,Brooklyn,304,Bushwick,Portuguese,52,0.2,30,0.2
2015-2019,Brooklyn,304,Bushwick,Punjabi,76,0.3,50,0.4
2015-2019,Brooklyn,304,Bushwick,Romanian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Russian,167,0.6,100,0.7
2015-2019,Brooklyn,304,Bushwick,Samoan,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Serbian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Serbocroatian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Shona,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Sindhi,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Sinhala,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Slovak,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Somali,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Spanish,24777,88,12335,87.6
2015-2019,Brooklyn,304,Bushwick,Swahili,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Swedish,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Swiss German,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Tagalog,39,0.1,39,0.3
2015-2019,Brooklyn,304,Bushwick,Tamil,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Telugu,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Thai,15,0.1,15,0.1
2015-2019,Brooklyn,304,Bushwick,Tibetan,25,0.1,25,0.2
2015-2019,Brooklyn,304,Bushwick,Tigrinya,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Tongan,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Turkish,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Ukrainian,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Urdu,22,0.1,22,0.2
2015-2019,Brooklyn,304,Bushwick,Uto-Aztecan languages,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Uzbek,0,0,0,0
2015-2019,Brooklyn,304,Bushwick,Vietnamese,77,0.3,0,0
2015-2019,Brooklyn,304,Bushwick,Wolof,16,0.1,0,0
2015-2019,Brooklyn,304,Bushwick,Yiddish,18,0.1,18,0.1
2015-2019,Brooklyn,304,Bushwick,Yoruba,42,0.1,42,0.3
2015-2019,Brooklyn,304,Bushwick,Zuni (2016 or earlier),0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Afrikaans,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Akan (incl. Twi),0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Albanian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Aleut languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Amharic,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Apache languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Arabic,134,0.6,93,0.7
2015-2019,Brooklyn,305,"East New York, Starrett City",Armenian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Assyrian Neo-Aramaic,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Bengali,1606,6.9,906,7
2015-2019,Brooklyn,305,"East New York, Starrett City",Bosnian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Bulgarian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Burmese,6,0,6,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Cajun French,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Cebuano,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Chaldean Neo-Aramaic,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Chamorro,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Cherokee,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Chin languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City","Chinese (incl. Mandarin, Cantonese)",1139,4.9,698,5.4
2015-2019,Brooklyn,305,"East New York, Starrett City",Chuukese,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Croatian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Czech,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Dakota languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Danish,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Dari,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Dutch,11,0,11,0.1
2015-2019,Brooklyn,305,"East New York, Starrett City",Edoid languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Farsi,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Filipino,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Finnish,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",French,224,1,91,0.7
2015-2019,Brooklyn,305,"East New York, Starrett City",Fulah,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Ga,24,0.1,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Ganda,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Gbe languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Georgian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",German,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Greek,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Gujarati,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Haitian,487,2.1,339,2.6
2015-2019,Brooklyn,305,"East New York, Starrett City",Hausa,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Hawaiian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Hebrew,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Hindi,219,0.9,34,0.3
2015-2019,Brooklyn,305,"East New York, Starrett City",Hmong,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Hungarian,23,0.1,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Igbo,14,0.1,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Ilocano,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",India N.E.C.,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Indonesian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Irish,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Italian,22,0.1,12,0.1
2015-2019,Brooklyn,305,"East New York, Starrett City",Iu Mien,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Jamaican Creole English,69,0.3,69,0.5
2015-2019,Brooklyn,305,"East New York, Starrett City",Japanese,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Kabuverdianu,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Kannada,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Karen languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Keres,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Khmer,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Kinyarwanda,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Kiowa-Tanoan languages (2016 or earlier),0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Konkani,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Korean,177,0.8,158,1.2
2015-2019,Brooklyn,305,"East New York, Starrett City",Kru languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Kurdish,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Lao,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Latvian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Lithuanian,14,0.1,14,0.1
2015-2019,Brooklyn,305,"East New York, Starrett City",Macedonian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Malay,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Malayalam,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Manding languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Marathi,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Marshallese,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Min Nan Chinese,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Mongolian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Muskogean languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Navajo,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Nepali,59,0.3,38,0.3
2015-2019,Brooklyn,305,"East New York, Starrett City",Nilo-Saharan languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Norwegian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Ojibwa,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Oromo,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Other Afro-Asiatic languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Other Bantu languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Other Central and South American languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Other Eastern Malayo-Polynesian languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Other English-based Creole languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Other Indo-European languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Other Indo-Iranian languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Other Mande languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Other Native North American languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Other Niger-Congo languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Other Philippine languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Other and unspecified languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Other languages of Africa,149,0.6,149,1.1
2015-2019,Brooklyn,305,"East New York, Starrett City",Other languages of Asia,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Pakistan N.E.C.,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Pashto,20,0.1,20,0.2
2015-2019,Brooklyn,305,"East New York, Starrett City",Pennsylvania German,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Polish,84,0.4,45,0.3
2015-2019,Brooklyn,305,"East New York, Starrett City",Portuguese,13,0.1,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Punjabi,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Romanian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Russian,1785,7.7,1562,12
2015-2019,Brooklyn,305,"East New York, Starrett City",Samoan,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Serbian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Serbocroatian,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Shona,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Sindhi,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Sinhala,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Slovak,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Somali,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Spanish,16622,71.8,8629,66.2
2015-2019,Brooklyn,305,"East New York, Starrett City",Swahili,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Swedish,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Swiss German,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Tagalog,25,0.1,25,0.2
2015-2019,Brooklyn,305,"East New York, Starrett City",Tamil,36,0.2,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Telugu,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Thai,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Tibetan,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Tigrinya,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Tongan,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Turkish,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Ukrainian,75,0.3,75,0.6
2015-2019,Brooklyn,305,"East New York, Starrett City",Urdu,37,0.2,37,0.3
2015-2019,Brooklyn,305,"East New York, Starrett City",Uto-Aztecan languages,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Uzbek,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Vietnamese,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Wolof,35,0.2,17,0.1
2015-2019,Brooklyn,305,"East New York, Starrett City",Yiddish,0,0,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Yoruba,28,0.1,0,0
2015-2019,Brooklyn,305,"East New York, Starrett City",Zuni (2016 or earlier),0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Afrikaans,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Akan (incl. Twi),0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Albanian,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Aleut languages,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Amharic,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Apache languages,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Arabic,37,0.6,19,0.5
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Armenian,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Assyrian Neo-Aramaic,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Bengali,15,0.3,15,0.4
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Bosnian,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Bulgarian,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Burmese,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Cajun French,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Cebuano,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Chaldean Neo-Aramaic,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Chamorro,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Cherokee,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Chin languages,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens","Chinese (incl. Mandarin, Cantonese)",872,15.1,625,17.4
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Chuukese,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Croatian,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Czech,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Dakota languages,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Danish,12,0.2,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Dari,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Dutch,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Edoid languages,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Farsi,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Filipino,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Finnish,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",French,147,2.5,125,3.5
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Fulah,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Ga,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Ganda,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Gbe languages,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Georgian,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",German,25,0.4,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Greek,28,0.5,21,0.6
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Gujarati,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Haitian,112,1.9,33,0.9
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Hausa,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Hawaiian,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Hebrew,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Hindi,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Hmong,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Hungarian,12,0.2,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Igbo,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Ilocano,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",India N.E.C.,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Indonesian,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Irish,7,0.1,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Italian,106,1.8,59,1.6
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Iu Mien,0,0,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Jamaican Creole English,28,0.5,0,0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Japanese,210,3.6,91,2.5
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Kabuverdianu,0,0,0,0
